"Notes"	"Single-Year Ages"	"Single-Year Ages Code"	"Gender"	"Gender Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"56 years"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	19	255693	Unreliable
	"56 years"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	25	273715	9.1
	"56 years"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	20	279458	7.2
	"56 years"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	17	289334	Unreliable
	"56 years"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	21	289282	7.3
	"56 years"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	24	297025	8.1
	"56 years"	"56"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	31	308423	10.1
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	33	1240678	2.7
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	32	1225712	2.6
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	32	1222661	2.6
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	48	1649870	2.9
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	50	1543104	3.2
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	37	1537061	2.4
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	48	1573190	3.1
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	43	1583645	2.7
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	56	1620357	3.5
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	40	1671326	2.4
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	56	1693718	3.3
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	50	1755819	2.8
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	54	1754154	3.1
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	65	1806024	3.6
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	61	1810971	3.4
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	65	1802211	3.6
	"56 years"	"56"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	66	1836671	3.6
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	Suppressed	10609	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	Suppressed	10978	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	Suppressed	11458	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	Suppressed	14929	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	Suppressed	14718	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	Suppressed	15296	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	Suppressed	16592	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	Suppressed	16828	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	Suppressed	17412	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	Suppressed	18662	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	Suppressed	19525	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	Suppressed	21243	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	Suppressed	21748	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	Suppressed	22938	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	Suppressed	23073	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	Suppressed	23700	Suppressed
	"56 years"	"56"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	Suppressed	25449	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	Suppressed	42122	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	Suppressed	47194	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	Suppressed	49715	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	Suppressed	58265	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	Suppressed	62807	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	Suppressed	67231	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	Suppressed	74848	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	Suppressed	70944	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	Suppressed	74646	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	Suppressed	79498	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	Suppressed	80811	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	Suppressed	88946	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	Suppressed	90959	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	Suppressed	93301	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	Suppressed	98670	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	Suppressed	100244	Suppressed
	"56 years"	"56"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	Suppressed	106729	Suppressed
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	Suppressed	127212	Suppressed
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	Suppressed	134627	Suppressed
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	15	134591	Unreliable
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	16	164789	Unreliable
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	20	173444	11.5
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	19	183085	Unreliable
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	16	201286	Unreliable
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	23	198941	11.6
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	23	199585	11.5
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	33	209881	15.7
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	18	217143	Unreliable
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	24	236478	10.1
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	28	240293	11.7
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	20	249225	8.0
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	22	251764	8.7
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	26	257147	10.1
	"56 years"	"56"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	30	268790	11.2
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	47	1185441	4.0
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	43	1179865	3.6
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	50	1176971	4.2
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	78	1593831	4.9
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	64	1489336	4.3
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	71	1482350	4.8
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	69	1523421	4.5
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	80	1524265	5.2
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	94	1564168	6.0
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	100	1604995	6.2
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	102	1623949	6.3
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	105	1696541	6.2
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	92	1692853	5.4
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	112	1745680	6.4
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	102	1752642	5.8
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	115	1747885	6.6
	"56 years"	"56"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	135	1790867	7.5
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	Suppressed	10894	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	Suppressed	11213	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	Suppressed	11871	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	Suppressed	12061	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	Suppressed	15411	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	Suppressed	15673	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	Suppressed	16332	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	Suppressed	17460	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	Suppressed	17821	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	Suppressed	18668	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	Suppressed	19597	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	Suppressed	21082	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	Suppressed	22314	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	Suppressed	23355	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	Suppressed	24094	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	Suppressed	24651	Suppressed
	"57 years"	"57"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	Suppressed	25183	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	Suppressed	45558	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	Suppressed	49924	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	Suppressed	55006	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	Suppressed	58045	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	Suppressed	69032	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	Suppressed	75122	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	Suppressed	81057	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	Suppressed	90517	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	Suppressed	86227	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	Suppressed	89707	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	Suppressed	95475	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	Suppressed	99570	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	Suppressed	107959	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	Suppressed	108964	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	Suppressed	111790	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	Suppressed	116965	Suppressed
	"57 years"	"57"	"Female"	"F"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	Suppressed	116439	Suppressed
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2000"	"2000"	11	152430	Unreliable
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2001"	"2001"	11	153022	Unreliable
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2002"	"2002"	13	161125	Unreliable
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2003"	"2003"	14	160676	Unreliable
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2004"	"2004"	17	193915	Unreliable
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2005"	"2005"	17	203258	Unreliable
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2006"	"2006"	13	215283	Unreliable
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2007"	"2007"	26	233711	11.1
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2008"	"2008"	25	233445	10.7
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2009"	"2009"	18	235152	Unreliable
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2010"	"2010"	24	243443	9.9
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2011"	"2011"	19	258905	Unreliable
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2012"	"2012"	27	271944	9.9
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2013"	"2013"	24	277628	8.6
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2014"	"2014"	28	287856	9.7
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2015"	"2015"	25	287723	8.7
	"57 years"	"57"	"Female"	"F"	"Black or African American"	"2054-5"	"2016"	"2016"	30	294656	10.2
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2000"	"2000"	36	1262113	2.9
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2001"	"2001"	37	1224189	3.0
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2002"	"2002"	40	1221617	3.3
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2003"	"2003"	41	1218054	3.4
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2004"	"2004"	49	1643053	3.0
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2005"	"2005"	75	1536458	4.9
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2006"	"2006"	48	1530208	3.1
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2007"	"2007"	59	1565492	3.8
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2008"	"2008"	54	1575475	3.4
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2009"	"2009"	63	1611349	3.9
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2010"	"2010"	59	1658143	3.6
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2011"	"2011"	76	1704639	4.5
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2012"	"2012"	74	1748511	4.2
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2013"	"2013"	60	1746794	3.4
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2014"	"2014"	57	1798822	3.2
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2015"	"2015"	71	1803091	3.9
	"57 years"	"57"	"Female"	"F"	"White"	"2106-3"	"2016"	"2016"	77	1791486	4.3
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	Suppressed	10068	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	Suppressed	10404	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	Suppressed	10959	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	Suppressed	11420	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	Suppressed	14851	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	Suppressed	14565	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	Suppressed	15110	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	Suppressed	16369	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2008"	"2008"	Suppressed	16583	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2009"	"2009"	Suppressed	17148	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2010"	"2010"	Suppressed	18135	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	Suppressed	19576	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	Suppressed	20937	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2013"	"2013"	Suppressed	21545	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2014"	"2014"	Suppressed	22722	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2015"	"2015"	Suppressed	22824	Suppressed
	"57 years"	"57"	"Male"	"M"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	Suppressed	23342	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	Suppressed	40780	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	Suppressed	44103	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	Suppressed	47599	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	Suppressed	50036	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	Suppressed	58387	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	Suppressed	62967	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	Suppressed	67349	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	Suppressed	74837	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	Suppressed	70877	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	Suppressed	74392	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	Suppressed	79242	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	Suppressed	82664	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	Suppressed	89309	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	Suppressed	91472	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	Suppressed	94820	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	Suppressed	99804	Suppressed
	"57 years"	"57"	"Male"	"M"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	Suppressed	98752	Suppressed
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2000"	"2000"	Suppressed	124829	Suppressed
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2001"	"2001"	11	127012	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2002"	"2002"	14	133543	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2003"	"2003"	15	133404	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2004"	"2004"	18	163205	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2005"	"2005"	13	171658	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2006"	"2006"	17	181105	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2007"	"2007"	16	199101	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2008"	"2008"	23	196646	11.7
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2009"	"2009"	16	197161	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2010"	"2010"	16	205974	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2011"	"2011"	31	219124	14.1
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2012"	"2012"	16	233673	Unreliable
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2013"	"2013"	30	237345	12.6
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2014"	"2014"	30	246277	12.2
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2015"	"2015"	39	248792	15.7
	"57 years"	"57"	"Male"	"M"	"Black or African American"	"2054-5"	"2016"	"2016"	39	253943	15.4
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2000"	"2000"	42	1199535	3.5
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2001"	"2001"	45	1166245	3.9
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2002"	"2002"	63	1171641	5.4
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2003"	"2003"	62	1167880	5.3
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2004"	"2004"	92	1581143	5.8
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2005"	"2005"	83	1477197	5.6
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2006"	"2006"	68	1469743	4.6
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2007"	"2007"	92	1509703	6.1
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2008"	"2008"	77	1509533	5.1
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2009"	"2009"	93	1548140	6.0
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2010"	"2010"	102	1587243	6.4
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2011"	"2011"	109	1631294	6.7
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2012"	"2012"	101	1682790	6.0
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2013"	"2013"	112	1679730	6.7
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2014"	"2014"	133	1731879	7.7
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2015"	"2015"	130	1738829	7.5
	"57 years"	"57"	"Male"	"M"	"White"	"2106-3"	"2016"	"2016"	152	1730327	8.8
	"58 years"	"58"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2000"	"2000"	Suppressed	9715	Suppressed
	"58 years"	"58"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2001"	"2001"	Suppressed	10979	Suppressed
	"58 years"	"58"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2002"	"2002"	Suppressed	11231	Suppressed
	"58 years"	"58"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2003"	"2003"	Suppressed	11883	Suppressed
	"58 years"	"58"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2004"	"2004"	Suppressed	12076	Suppressed
	"58 years"	"58"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2005"	"2005"	Suppressed	15388	Suppressed
	"58 years"	"58"	"Female"	"F"	"American Indian or Alaska Native"	"1002-5"	"2006"	"2006"	Suppressed	15700	Suppressed
