"Notes"	"State"	"State Code"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Race"	"Race Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2006"	"2006"	31	212495	14.6
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2007"	"2007"	32	219924	14.6
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2008"	"2008"	26	227061	11.5
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2009"	"2009"	35	234925	14.9
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2010"	"2010"	26	241519	10.8
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2011"	"2011"	23	246320	9.3
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2012"	"2012"	29	248328	11.7
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2013"	"2013"	26	252309	10.3
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2014"	"2014"	33	256197	12.9
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2015"	"2015"	42	256366	16.4
	"New York"	"36"	"50-54 years"	"50-54"	"Black or African American"	"2054-5"	"2016"	"2016"	26	253614	10.3
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2000"	"2000"	59	949737	6.2
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2001"	"2001"	66	991256	6.7
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2002"	"2002"	80	974405	8.2
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2003"	"2003"	70	976562	7.2
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2004"	"2004"	72	983454	7.3
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2005"	"2005"	69	993399	6.9
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2006"	"2006"	77	1002398	7.7
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2007"	"2007"	71	1016769	7.0
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2008"	"2008"	50	1032309	4.8
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2009"	"2009"	72	1045914	6.9
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2010"	"2010"	65	1055945	6.2
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2011"	"2011"	66	1063524	6.2
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2012"	"2012"	58	1060179	5.5
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2013"	"2013"	65	1054573	6.2
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2014"	"2014"	81	1046984	7.7
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2015"	"2015"	62	1029211	6.0
	"New York"	"36"	"50-54 years"	"50-54"	"White"	"2106-3"	"2016"	"2016"	43	1000630	4.3
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2000"	"2000"	36	146571	24.6
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2001"	"2001"	32	150134	21.3
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2002"	"2002"	29	156917	18.5
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2003"	"2003"	33	161254	20.5
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2004"	"2004"	36	167007	21.6
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2005"	"2005"	35	175259	20.0
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2006"	"2006"	33	181974	18.1
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2007"	"2007"	31	183371	16.9
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2008"	"2008"	37	186798	19.8
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2009"	"2009"	28	190214	14.7
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2010"	"2010"	34	193470	17.6
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2011"	"2011"	32	201114	15.9
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2012"	"2012"	45	209794	21.4
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2013"	"2013"	41	217179	18.9
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2014"	"2014"	48	225031	21.3
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2015"	"2015"	37	232162	15.9
	"New York"	"36"	"55-59 years"	"55-59"	"Black or African American"	"2054-5"	"2016"	"2016"	50	234991	21.3
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2000"	"2000"	84	733642	11.4
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2001"	"2001"	86	755349	11.4
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2002"	"2002"	86	813750	10.6
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2003"	"2003"	75	835383	9.0
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2004"	"2004"	89	867118	10.3
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2005"	"2005"	82	900146	9.1
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2006"	"2006"	74	931359	7.9
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2007"	"2007"	92	914288	10.1
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2008"	"2008"	69	920861	7.5
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2009"	"2009"	90	932132	9.7
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2010"	"2010"	88	944128	9.3
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2011"	"2011"	96	962110	10.0
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2012"	"2012"	90	978766	9.2
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2013"	"2013"	109	994792	11.0
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2014"	"2014"	115	1004373	11.4
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2015"	"2015"	97	1012368	9.6
	"New York"	"36"	"55-59 years"	"55-59"	"White"	"2106-3"	"2016"	"2016"	106	1013948	10.5
	"New York"	"36"	"60-64 years "	"60-64"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	15	73182	Unreliable
	"New York"	"36"	"60-64 years "	"60-64"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	12	82133	Unreliable
	"New York"	"36"	"60-64 years "	"60-64"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	11	85175	Unreliable
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2000"	"2000"	41	120260	34.1
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2001"	"2001"	31	122849	25.2
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2002"	"2002"	34	124952	27.2
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2003"	"2003"	41	128203	32.0
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2004"	"2004"	50	131429	38.0
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2005"	"2005"	53	132405	40.0
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2006"	"2006"	31	134274	23.1
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2007"	"2007"	40	139902	28.6
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2008"	"2008"	44	143967	30.6
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2009"	"2009"	44	149850	29.4
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2010"	"2010"	39	157265	24.8
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2011"	"2011"	43	165960	25.9
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2012"	"2012"	43	168252	25.6
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2013"	"2013"	53	172100	30.8
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2014"	"2014"	61	176961	34.5
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2015"	"2015"	44	181640	24.2
	"New York"	"36"	"60-64 years "	"60-64"	"Black or African American"	"2054-5"	"2016"	"2016"	50	187315	26.7
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2000"	"2000"	90	593527	15.2
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2001"	"2001"	89	602087	14.8
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2002"	"2002"	104	617164	16.9
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2003"	"2003"	107	647782	16.5
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2004"	"2004"	121	663456	18.2
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2005"	"2005"	113	675052	16.7
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2006"	"2006"	121	689459	17.5
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2007"	"2007"	96	745117	12.9
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2008"	"2008"	115	765530	15.0
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2009"	"2009"	117	800920	14.6
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2010"	"2010"	145	828771	17.5
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2011"	"2011"	149	867869	17.2
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2012"	"2012"	114	856665	13.3
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2013"	"2013"	135	862333	15.7
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2014"	"2014"	160	872070	18.3
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2015"	"2015"	146	887244	16.5
	"New York"	"36"	"60-64 years "	"60-64"	"White"	"2106-3"	"2016"	"2016"	155	896535	17.3
	"New York"	"36"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	11	28902	Unreliable
	"New York"	"36"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	12	31165	Unreliable
	"New York"	"36"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	11	47872	Unreliable
	"New York"	"36"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	10	50848	Unreliable
	"New York"	"36"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	11	60903	Unreliable
	"New York"	"36"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	14	67218	Unreliable
	"New York"	"36"	"65-69 years"	"65-69"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	14	77214	Unreliable
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2000"	"2000"	62	91866	67.5
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2001"	"2001"	24	95216	25.2
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2002"	"2002"	33	98120	33.6
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2003"	"2003"	51	101446	50.3
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2004"	"2004"	53	103436	51.2
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2005"	"2005"	59	105660	55.8
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2006"	"2006"	51	106398	47.9
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2007"	"2007"	43	108462	39.6
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2008"	"2008"	46	111673	41.2
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2009"	"2009"	55	115935	47.4
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2010"	"2010"	45	117636	38.3
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2011"	"2011"	59	120445	49.0
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2012"	"2012"	49	126414	38.8
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2013"	"2013"	62	129875	47.7
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2014"	"2014"	62	135185	45.9
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2015"	"2015"	53	141199	37.5
	"New York"	"36"	"65-69 years"	"65-69"	"Black or African American"	"2054-5"	"2016"	"2016"	80	146808	54.5
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2000"	"2000"	164	534513	30.7
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2001"	"2001"	161	525522	30.6
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2002"	"2002"	148	521614	28.4
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2003"	"2003"	203	523846	38.8
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2004"	"2004"	159	528695	30.1
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2005"	"2005"	146	528899	27.6
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2006"	"2006"	131	529957	24.7
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2007"	"2007"	125	545100	22.9
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2008"	"2008"	162	574281	28.2
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2009"	"2009"	153	590679	25.9
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2010"	"2010"	190	603068	31.5
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2011"	"2011"	177	620932	28.5
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2012"	"2012"	144	675056	21.3
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2013"	"2013"	213	697556	30.5
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2014"	"2014"	204	724313	28.2
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2015"	"2015"	209	750896	27.8
	"New York"	"36"	"65-69 years"	"65-69"	"White"	"2106-3"	"2016"	"2016"	246	778352	31.6
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	11	20727	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	12	23705	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	13	24875	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	15	26493	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	15	28034	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	17	29660	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	14	31752	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	22	33510	65.7
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	16	35140	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	20	36587	54.7
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	16	38599	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	19	40432	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	18	42068	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	14	44437	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	19	46895	Unreliable
	"New York"	"36"	"70-74 years"	"70-74"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	20	48398	41.3
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2000"	"2000"	69	73883	93.4
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2001"	"2001"	54	74737	72.3
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2002"	"2002"	66	75674	87.2
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2003"	"2003"	52	76257	68.2
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2004"	"2004"	70	77355	90.5
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2005"	"2005"	83	78733	105.4
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2006"	"2006"	61	80016	76.2
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2007"	"2007"	69	81830	84.3
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2008"	"2008"	61	83968	72.6
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2009"	"2009"	62	85352	72.6
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2010"	"2010"	50	87131	57.4
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2011"	"2011"	64	90102	71.0
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2012"	"2012"	76	92300	82.3
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2013"	"2013"	72	96606	74.5
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2014"	"2014"	75	100153	74.9
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2015"	"2015"	68	102929	66.1
	"New York"	"36"	"70-74 years"	"70-74"	"Black or African American"	"2054-5"	"2016"	"2016"	78	104722	74.5
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2000"	"2000"	322	521943	61.7
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2001"	"2001"	300	513536	58.4
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2002"	"2002"	287	503214	57.0
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2003"	"2003"	276	489459	56.4
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2004"	"2004"	290	475487	61.0
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2005"	"2005"	294	464463	63.3
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2006"	"2006"	236	453883	52.0
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2007"	"2007"	196	449704	43.6
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2008"	"2008"	243	452223	53.7
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2009"	"2009"	244	458429	53.2
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2010"	"2010"	211	460220	45.8
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2011"	"2011"	207	467717	44.3
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2012"	"2012"	215	482564	44.6
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2013"	"2013"	263	507475	51.8
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2014"	"2014"	248	520348	47.7
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2015"	"2015"	270	533455	50.6
	"New York"	"36"	"70-74 years"	"70-74"	"White"	"2106-3"	"2016"	"2016"	263	545969	48.2
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	19	14061	Unreliable
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	14	15087	Unreliable
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	25	16024	156.0
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	15	17071	Unreliable
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	24	17831	134.6
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	23	18903	121.7
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	19	20156	Unreliable
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	13	21211	Unreliable
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	20	22299	89.7
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	23	23709	97.0
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	27	24792	108.9
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	29	26463	109.6
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	19	28477	Unreliable
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	24	30337	79.1
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	25	32457	77.0
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	32	34955	91.5
	"New York"	"36"	"75-79 years"	"75-79"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	36	35918	100.2
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2000"	"2000"	101	54663	184.8
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2001"	"2001"	103	56765	181.4
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2002"	"2002"	103	57905	177.9
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2003"	"2003"	98	58758	166.8
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2004"	"2004"	100	58963	169.6
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2005"	"2005"	115	59382	193.7
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2006"	"2006"	83	59018	140.6
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2007"	"2007"	89	59124	150.5
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2008"	"2008"	77	58906	130.7
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2009"	"2009"	66	59665	110.6
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2010"	"2010"	68	60717	112.0
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2011"	"2011"	80	63419	126.1
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2012"	"2012"	68	65231	104.2
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2013"	"2013"	97	68331	142.0
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2014"	"2014"	108	71031	152.0
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2015"	"2015"	75	73341	102.3
	"New York"	"36"	"75-79 years"	"75-79"	"Black or African American"	"2054-5"	"2016"	"2016"	80	75244	106.3
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2000"	"2000"	511	444124	115.1
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2001"	"2001"	464	443763	104.6
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2002"	"2002"	527	443860	118.7
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2003"	"2003"	537	441933	121.5
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2004"	"2004"	528	436637	120.9
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2005"	"2005"	569	430575	132.1
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2006"	"2006"	467	421394	110.8
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2007"	"2007"	350	413104	84.7
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2008"	"2008"	389	402076	96.7
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2009"	"2009"	401	391858	102.3
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2010"	"2010"	374	387114	96.6
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2011"	"2011"	353	380742	92.7
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2012"	"2012"	353	380123	92.9
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2013"	"2013"	360	383064	94.0
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2014"	"2014"	363	387205	93.7
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2015"	"2015"	371	389355	95.3
	"New York"	"36"	"75-79 years"	"75-79"	"White"	"2106-3"	"2016"	"2016"	344	395419	87.0
