"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	19	30602	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	57	61823	92.2
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	16	32899	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	52	64764	80.3
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	12	35330	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	59	68324	86.4
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	15	37242	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	66	71206	92.7
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	29	39683	73.1
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	44	74414	59.1
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	19	40199	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	53	73106	72.5
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	13	40654	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	55	73004	75.3
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	16	41877	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	52	72728	71.5
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	15	43336	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	64	72473	88.3
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	16	44632	Unreliable
	"60-64 years "	"60-64"	"New Mexico"	"35"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	46	72150	63.8
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	14	38245	Unreliable
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	23	40677	56.5
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	25	42582	58.7
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	24	44222	54.3
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	23	45939	50.1
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	21	47800	43.9
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	25	50434	49.6
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	23	54597	42.1
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	24	59862	40.1
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	31	65841	47.1
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	38	71472	53.2
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	30	76826	39.0
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	38	80164	47.4
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	31	83146	37.3
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	34	87444	38.9
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	40	91967	43.5
	"60-64 years "	"60-64"	"New York"	"36"	"Asian or Pacific Islander"	"A-PI"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	41	95689	42.8
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	156	107698	144.8
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	137	109735	124.8
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	172	111558	154.2
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	141	114120	123.6
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	134	116820	114.7
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	151	117357	128.7
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	146	118407	123.3
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	142	122743	115.7
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	126	126010	100.0
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	167	130540	127.9
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	161	136452	118.0
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	138	143624	96.1
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	154	145012	106.2
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	128	147812	86.6
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	127	151537	83.8
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	136	155397	87.5
	"60-64 years "	"60-64"	"New York"	"36"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	130	160165	81.2
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	42	67668	62.1
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	781	525859	148.5
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	45	69818	64.5
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	774	532269	145.4
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	40	71684	55.8
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	830	545480	152.2
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	53	74102	71.5
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	831	573680	144.9
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	50	75138	66.5
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	840	588318	142.8
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	46	76463	60.2
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	781	598589	130.5
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	30	79349	37.8
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	835	610110	136.9
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	47	83159	56.5
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	804	661958	121.5
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	54	86104	62.7
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	843	679426	124.1
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	57	90056	63.3
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	751	710864	105.6
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	42	94202	44.6
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	759	734569	103.3
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	58	99117	58.5
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	783	768752	101.9
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	59	101054	58.4
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	746	755611	98.7
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	66	103575	63.7
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	752	758758	99.1
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	57	107556	53.0
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	711	764514	93.0
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	49	112116	43.7
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	656	775128	84.6
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	51	115862	44.0
	"60-64 years "	"60-64"	"New York"	"36"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	639	780673	81.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"American Indian or Alaska Native"	"1002-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	12	4996	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	11	6368	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"American Indian or Alaska Native"	"1002-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	14	6400	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"American Indian or Alaska Native"	"1002-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	10	7040	Unreliable
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	98	53709	182.5
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	108	55142	195.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	120	57465	208.8
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	107	60731	176.2
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	108	63709	169.5
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	108	67220	160.7
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	135	71152	189.7
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	160	77726	205.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	130	84170	154.4
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	127	91688	138.5
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	153	97646	156.7
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	160	106347	150.5
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	155	110483	140.3
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	146	114559	127.4
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	143	118676	120.5
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	174	122581	141.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	178	126756	140.4
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	506	260471	194.3
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	457	268569	170.2
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	440	280294	157.0
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	479	297532	161.0
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	512	311822	164.2
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	572	324603	176.2
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	515	337445	152.6
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	523	369095	141.7
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	535	387150	138.2
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	564	403281	139.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	569	416528	136.6
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	569	434783	130.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	550	426680	128.9
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	507	427710	118.5
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	489	433624	112.8
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	503	442842	113.6
	"60-64 years "	"60-64"	"North Carolina"	"37"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	542	453451	119.5
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	34	23572	144.2
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	33	23659	139.5
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	28	23991	116.7
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	26	24787	104.9
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	28	25722	108.9
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	36	26631	135.2
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	40	27474	145.6
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	24	29563	81.2
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	38	31026	122.5
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	34	32611	104.3
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	23	34219	67.2
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	32	36484	87.7
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	35	37441	93.5
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	39	38945	100.1
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	40	40252	99.4
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	23	41599	55.3
	"60-64 years "	"60-64"	"North Dakota"	"38"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	30	42418	70.7
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	110	42840	256.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	80	43298	184.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	97	44083	220.0
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	118	45593	258.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	101	46535	217.0
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	105	47342	221.8
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	95	48146	197.3
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	83	51366	161.6
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	88	54481	161.5
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	119	58788	202.4
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	120	62952	190.6
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	112	68515	163.5
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	92	70616	130.3
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	97	72291	134.2
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	107	74577	143.5
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	144	77044	186.9
	"60-64 years "	"60-64"	"Ohio"	"39"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	121	79069	153.0
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	742	403508	183.9
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	682	411515	165.7
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	768	424922	180.7
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	725	444157	163.2
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	744	453928	163.9
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	749	461539	162.3
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	724	466976	155.0
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	735	508321	144.6
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	714	528956	135.0
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	762	558971	136.3
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	751	584488	128.5
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	760	620666	122.4
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	798	615076	129.7
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	730	621522	117.5
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	728	631199	115.3
	"60-64 years "	"60-64"	"Ohio"	"39"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	762	644560	118.2
