"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	312	194899	160.1
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	335	200860	166.8
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	336	208367	161.3
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	326	218156	149.4
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	402	230370	174.5
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	386	239561	161.1
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	388	245741	157.9
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	434	252263	172.0
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	409	272090	150.3
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	454	281703	161.2
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	467	292460	159.7
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	496	301782	164.4
	"65-69 years"	"65-69"	"Tennessee"	"47"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	500	312472	160.0
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	59	55864	105.6
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	69	57157	120.7
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	52	58046	89.6
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	50	58531	85.4
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	60	59592	100.7
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	69	60918	113.3
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	68	64936	104.7
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	47	67369	69.8
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	85	70809	120.0
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	59	74423	79.3
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	67	77418	86.5
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	72	81171	88.7
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	84	87979	95.5
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	97	95559	101.5
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	94	103512	90.8
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	97	111437	87.0
	"65-69 years"	"65-69"	"Texas"	"48"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	109	120885	90.2
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2000"	"2000"	"Hispanic or Latino"	"2135-2"	32	115754	27.6
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	683	423413	161.3
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2001"	"2001"	"Hispanic or Latino"	"2135-2"	40	120882	33.1
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	680	424371	160.2
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	39	124502	31.3
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	692	426935	162.1
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	38	130161	29.2
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	690	434677	158.7
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	42	134554	31.2
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	683	444684	153.6
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2005"	"2005"	"Hispanic or Latino"	"2135-2"	31	138407	22.4
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	704	452413	155.6
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2006"	"2006"	"Hispanic or Latino"	"2135-2"	41	144845	28.3
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	664	469587	141.4
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2007"	"2007"	"Hispanic or Latino"	"2135-2"	36	151635	23.7
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	739	489510	151.0
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2008"	"2008"	"Hispanic or Latino"	"2135-2"	61	159894	38.2
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	803	517868	155.1
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	49	170456	28.7
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	733	544084	134.7
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	52	179794	28.9
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	752	560320	134.2
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	63	193918	32.5
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	777	576665	134.7
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	57	209921	27.2
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	847	626826	135.1
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2013"	"2013"	"Hispanic or Latino"	"2135-2"	66	225253	29.3
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	892	652795	136.6
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	56	242385	23.1
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	846	676595	125.0
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	72	258150	27.9
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	867	701492	123.6
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	62	271798	22.8
	"65-69 years"	"65-69"	"Texas"	"48"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	853	731274	116.6
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	48	50116	95.8
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	53	50925	104.1
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	59	51897	113.7
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	54	53501	100.9
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	66	55370	119.2
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	49	57616	85.0
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	62	60184	103.0
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	53	62609	84.7
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	66	66465	99.3
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	57	70253	81.1
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	62	72671	85.3
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	53	75397	70.3
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	73	81926	89.1
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	86	85838	100.2
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	68	89895	75.6
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	80	95079	84.1
	"65-69 years"	"65-69"	"Utah"	"49"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	85	101399	83.8
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	29	20849	139.1
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	32	20743	154.3
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	28	20893	134.0
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	27	21419	126.1
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	22	21979	100.1
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	39	22464	173.6
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	18	23327	Unreliable
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	29	24479	118.5
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	24	26274	91.3
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	43	27793	154.7
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	39	28876	135.1
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	36	29948	120.2
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	45	32864	136.9
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	26	34328	75.7
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	41	36012	113.9
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	36	37562	95.8
	"65-69 years"	"65-69"	"Vermont"	"50"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	31	39329	78.8
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	33	37592	87.8
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	38	38839	97.8
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	26	39621	65.6
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	34	39866	85.3
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	31	40772	76.0
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	28	41717	67.1
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	31	42491	73.0
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	30	43712	68.6
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	36	45772	78.7
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	42	47710	88.0
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	40	48962	81.7
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	35	50601	69.2
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	27	54317	49.7
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	46	57958	79.4
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	54	61955	87.2
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	49	66565	73.6
	"65-69 years"	"65-69"	"Virginia"	"51"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	43	71009	60.6
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	260	181629	143.1
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	251	182769	137.3
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	220	185082	118.9
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	258	189477	136.2
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	244	195196	125.0
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	235	201060	116.9
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	201	207244	97.0
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	232	216096	107.4
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	273	231453	118.0
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	276	241872	114.1
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	272	249226	109.1
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	285	258197	110.4
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	276	282687	97.6
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	261	292646	89.2
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	282	303276	93.0
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	291	313108	92.9
	"65-69 years"	"65-69"	"Virginia"	"51"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	296	323875	91.4
	"65-69 years"	"65-69"	"Washington"	"53"	"American Indian or Alaska Native"	"1002-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	11	3434	Unreliable
	"65-69 years"	"65-69"	"Washington"	"53"	"Asian or Pacific Islander"	"A-PI"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	10	25958	Unreliable
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	213	157550	135.2
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	221	157843	140.0
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	207	160546	128.9
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	227	165695	137.0
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	202	172099	117.4
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	250	178677	139.9
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	232	187606	123.7
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	249	197609	126.0
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	256	212580	120.4
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	288	226944	126.9
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	285	236748	120.4
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	284	249635	113.8
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	291	273502	106.4
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	272	287613	94.6
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	271	301284	89.9
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	340	316019	107.6
	"65-69 years"	"65-69"	"Washington"	"53"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	313	333489	93.9
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	139	73565	188.9
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	109	73641	148.0
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	122	74291	164.2
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	139	76155	182.5
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	125	78229	159.8
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	133	78584	169.2
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	134	79963	167.6
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	149	82319	181.0
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	154	85269	180.6
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	164	86933	188.7
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	170	88531	192.0
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	181	89861	201.4
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	178	97201	183.1
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	167	101441	164.6
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	174	107111	162.4
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	185	111662	165.7
	"65-69 years"	"65-69"	"West Virginia"	"54"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	177	116264	152.2
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	12	6962	Unreliable
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	10	8487	Unreliable
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	10	9220	Unreliable
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	10	10641	Unreliable
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	16	11350	Unreliable
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	182	172269	105.6
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	167	170441	98.0
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	161	171102	94.1
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	192	173581	110.6
	"65-69 years"	"65-69"	"Wisconsin"	"55"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	178	177779	100.1
