"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"State"	"State Code"	"Race"	"Race Code"	"Year"	"Year Code"	"Hispanic Origin"	"Hispanic Origin Code"	Deaths	Population	Crude Rate
	"75-79 years"	"75-79"	"Massachusetts"	"25"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	20	143594	13.9
	"75-79 years"	"75-79"	"Massachusetts"	"25"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	15	145423	Unreliable
	"75-79 years"	"75-79"	"Massachusetts"	"25"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	21	146771	14.3
	"75-79 years"	"75-79"	"Massachusetts"	"25"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	17	150213	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	11	25502	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	10	25662	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	14	25695	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	13	25668	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	14	25534	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	18	25459	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	13	25140	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	20	25006	80.0
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	14	24736	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	14	24554	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	13	24712	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	13	24575	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	15	24417	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	16	24930	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	16	25552	Unreliable
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	68	230602	29.5
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	75	231504	32.4
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	79	231933	34.1
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	95	233097	40.8
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	84	231073	36.4
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	102	229065	44.5
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	86	227320	37.8
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	78	223415	34.9
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	80	217781	36.7
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	87	212802	40.9
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	98	212209	46.2
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	77	211616	36.4
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	99	212702	46.5
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	87	217414	40.0
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	92	223881	41.1
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	84	227090	37.0
	"75-79 years"	"75-79"	"Michigan"	"26"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	107	232644	46.0
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	40	119644	33.4
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	44	119880	36.7
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	56	120230	46.6
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	58	120344	48.2
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	40	119927	33.4
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	35	119201	29.4
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	40	118974	33.6
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	38	118388	32.1
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	28	117421	23.8
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	37	116633	31.7
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	31	116735	26.6
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	39	117464	33.2
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	49	118860	41.2
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	38	121478	31.3
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	52	125230	41.5
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	45	128167	35.1
	"75-79 years"	"75-79"	"Minnesota"	"27"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	73	131712	55.4
	"75-79 years"	"75-79"	"Mississippi"	"28"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	13	19174	Unreliable
	"75-79 years"	"75-79"	"Mississippi"	"28"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	10	53311	Unreliable
	"75-79 years"	"75-79"	"Mississippi"	"28"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	11	53476	Unreliable
	"75-79 years"	"75-79"	"Mississippi"	"28"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	15	59574	Unreliable
	"75-79 years"	"75-79"	"Missouri"	"29"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	12	11202	Unreliable
	"75-79 years"	"75-79"	"Missouri"	"29"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	13	11752	Unreliable
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	38	144822	26.2
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	46	145293	31.7
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	41	144748	28.3
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	62	145140	42.7
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	50	143732	34.8
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	51	142599	35.8
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	59	142290	41.5
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	59	141285	41.8
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	41	140355	29.2
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	31	139999	22.1
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	52	140754	36.9
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	41	141262	29.0
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	38	141283	26.9
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	52	142821	36.4
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	34	145936	23.3
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	34	148262	22.9
	"75-79 years"	"75-79"	"Missouri"	"29"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	44	151747	29.0
	"75-79 years"	"75-79"	"Montana"	"30"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	12	24222	Unreliable
	"75-79 years"	"75-79"	"Montana"	"30"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	12	24813	Unreliable
	"75-79 years"	"75-79"	"Montana"	"30"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	13	28591	Unreliable
	"75-79 years"	"75-79"	"Montana"	"30"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	14	29870	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	21	46415	45.2
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	11	46455	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	17	46274	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	16	46360	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	15	46124	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	25	45959	54.4
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	19	45855	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	19	45514	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	13	44909	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	23	44080	52.2
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	27	44128	61.2
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	17	43488	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	14	43405	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	20	43503	46.0
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	11	44067	Unreliable
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	25	44183	56.6
	"75-79 years"	"75-79"	"Nebraska"	"31"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	14	44749	Unreliable
	"75-79 years"	"75-79"	"Nevada"	"32"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	10	42172	Unreliable
	"75-79 years"	"75-79"	"Nevada"	"32"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	11	56080	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	12	30284	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	11	30571	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	17	31227	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	13	31211	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	11	31355	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	11	31265	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	10	31339	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	12	31547	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	11	31980	Unreliable
	"75-79 years"	"75-79"	"New Hampshire"	"33"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	13	32882	Unreliable
	"75-79 years"	"75-79"	"New Jersey"	"34"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	10	20280	Unreliable
	"75-79 years"	"75-79"	"New Jersey"	"34"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	10	20250	Unreliable
	"75-79 years"	"75-79"	"New Jersey"	"34"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	12	20772	Unreliable
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	40	207361	19.3
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	61	204344	29.9
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	55	202710	27.1
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	38	200452	19.0
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	59	196144	30.1
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	56	192096	29.2
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	47	188439	24.9
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	50	183186	27.3
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	42	177628	23.6
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	31	171473	18.1
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	29	167701	17.3
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	30	162601	18.5
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	19	160253	Unreliable
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	28	159795	17.5
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	32	161117	19.9
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2015"	"2015"	"Not Hispanic or Latino"	"2186-2"	24	161744	14.8
	"75-79 years"	"75-79"	"New Jersey"	"34"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	27	164169	16.4
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	12	29430	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2004"	"2004"	"Hispanic or Latino"	"2135-2"	10	13282	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	12	30182	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	14	30264	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	16	15218	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	13	30475	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	12	30449	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2011"	"2011"	"Hispanic or Latino"	"2135-2"	16	16146	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	10	31745	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2014"	"2014"	"Hispanic or Latino"	"2135-2"	12	18009	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	17	32948	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2015"	"2015"	"Hispanic or Latino"	"2135-2"	12	18472	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2016"	"2016"	"Hispanic or Latino"	"2135-2"	14	18952	Unreliable
	"75-79 years"	"75-79"	"New Mexico"	"35"	"White"	"2106-3"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	16	34940	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	15	50139	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	19	51959	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	10	52894	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	16	53364	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	12	53376	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	18	53385	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	18	52760	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	19	52648	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	10	52183	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	18	52606	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	11	53410	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	16	55632	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2012"	"2012"	"Not Hispanic or Latino"	"2186-2"	16	57124	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2013"	"2013"	"Not Hispanic or Latino"	"2186-2"	21	59712	35.2
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2014"	"2014"	"Not Hispanic or Latino"	"2186-2"	17	61953	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"Black or African American"	"2054-5"	"2016"	"2016"	"Not Hispanic or Latino"	"2186-2"	19	65183	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2000"	"2000"	"Not Hispanic or Latino"	"2186-2"	68	419340	16.2
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2001"	"2001"	"Not Hispanic or Latino"	"2186-2"	64	417336	15.3
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2002"	"2002"	"Hispanic or Latino"	"2135-2"	11	27733	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2002"	"2002"	"Not Hispanic or Latino"	"2186-2"	62	416127	14.9
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2003"	"2003"	"Hispanic or Latino"	"2135-2"	10	29025	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2003"	"2003"	"Not Hispanic or Latino"	"2186-2"	67	412908	16.2
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2004"	"2004"	"Not Hispanic or Latino"	"2186-2"	68	406268	16.7
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2005"	"2005"	"Not Hispanic or Latino"	"2186-2"	71	399312	17.8
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2006"	"2006"	"Not Hispanic or Latino"	"2186-2"	64	389033	16.5
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2007"	"2007"	"Not Hispanic or Latino"	"2186-2"	57	379743	15.0
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2008"	"2008"	"Not Hispanic or Latino"	"2186-2"	50	367874	13.6
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2009"	"2009"	"Hispanic or Latino"	"2135-2"	13	35064	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2009"	"2009"	"Not Hispanic or Latino"	"2186-2"	52	356794	14.6
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2010"	"2010"	"Hispanic or Latino"	"2135-2"	14	36552	Unreliable
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2010"	"2010"	"Not Hispanic or Latino"	"2186-2"	60	350562	17.1
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2011"	"2011"	"Not Hispanic or Latino"	"2186-2"	48	342704	14.0
	"75-79 years"	"75-79"	"New York"	"36"	"White"	"2106-3"	"2012"	"2012"	"Hispanic or Latino"	"2135-2"	10	39475	Unreliable
